1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178
AM0020,爬虫類・両生類,絶滅危惧IB類,EN,有尾目,サンショウウオ科,サンインサンショウウオ,Hynobius setoi,B1ab,サンインサンショウウオ,Hynobius setoi,EN,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,0,0,1,0,―,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,―,0
AM0021,爬虫類・両生類,絶滅危惧IB類,EN,有尾目,サンショウウオ科,ソボサンショウウオ,Hynobius shinichisatoi,B2ab,ソボサンショウウオ,Hynobius shinichisatoi,EN,ソボサンショウウオ,Hynobius shinichisatoi,EN,ソボサンショウウオ,Hynobius shinichisatoi,EN,ソボサンショウウオ,Hynobius shinichisatoi,EN,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,0,1,0,0,―,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
AM0022,爬虫類・両生類,絶滅危惧IB類,EN,有尾目,サンショウウオ科,ヒロシマサンショウウオ,Hynobius sumidai,B1ab,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,0,0,1,0,―,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,―,0
AM0023,爬虫類・両生類,絶滅危惧IB類,EN,有尾目,サンショウウオ科,タゴサンショウウオ,Hynobius tagoi,B1ab,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,0,0,1,0,―,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,―,0
AM0024,爬虫類・両生類,絶滅危惧IB類,EN,有尾目,サンショウウオ科,ホクリクサンショウウオ,Hynobius takedai,B1ab,ホクリクサンショウウオ,Hynobius takedai,EN,ホクリクサンショウウオ,Hynobius takedai,EN,ホクリクサンショウウオ,Hynobius takedai,EN,ホクリクサンショウウオ,Hynobius takedai,EN,ホクリクサンショウウオ,Hynobius takedai,EN,ホクリクサンショウウオ,Hynobius takedai,EN,ホクリクサンショウウオ,Hynobius takedai,EN,ホクリクサンショウウオ,Hynobius takedai,EN,ホクリクサンショウウオ,Hynobius takedai,E,0,0,1,0,―,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,―,0
AM0025,爬虫類・両生類,絶滅危惧IB類,EN,有尾目,サンショウウオ科,トウキョウサンショウウオ,Hynobius tokyoensis,A2,トウキョウサンショウウオ,Hynobius tokyoensis,VU,トウキョウサンショウウオ,Hynobius tokyoensis,VU,トウキョウサンショウウオ,Hynobius tokyoensis,VU,トウキョウサンショウウオ,Hynobius tokyoensis,VU,トウキョウサンショウウオ,Hynobius tokyoensis,VU,トウキョウサンショウウオ,Hynobius tokyoensis,VU,トウキョウサンショウウオ,Hynobius tokyoensis,VU,東京都のトウキョウサンショウウオ,Hynobius nebulosus tokyoensis,LP,東京都のトウキョウサンショウウオ個体群,Hynobius nebulosus tokyoensis,LP,0,0,1,0,―,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,―,1,0,0,―,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,―,0
AM0026,爬虫類・両生類,絶滅危惧IB類,EN,有尾目,サンショウウオ科,ツシマサンショウウオ,Hynobius tsuensis,B1ab,ツシマサンショウウオ,Hynobius tsuensis,NT,ツシマサンショウウオ,Hynobius tsuensis,NT,ツシマサンショウウオ,Hynobius tsuensis,NT,ツシマサンショウウオ,Hynobius tsuensis,NT,ツシマサンショウウオ,Hynobius tsuensis,NT,ツシマサンショウウオ,Hynobius tsuensis,NT,ツシマサンショウウオ,Hynobius tsuensis,NT,－,－,－,－,－,－,0,0,1,0,―,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,―,0
AM0027,爬虫類・両生類,絶滅危惧IB類,EN,有尾目,サンショウウオ科,ツルギサンショウウオ,Hynobius tsurugiensis,B1ab+2ab,ツルギサンショウウオ,Hynobius tsurugiensis,EN,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,0,1,0,0,―,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,―,0
AM0028,爬虫類・両生類,絶滅危惧IB類,EN,有尾目,サンショウウオ科,ヒバサンショウウオ,Hynobius utsunomiyaorum,B1ab,ヒバサンショウウオ,Hynobius utsunomiyaorum,VU,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,0,1,1,0,―,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,―,0
AM0029,爬虫類・両生類,絶滅危惧IB類,EN,有尾目,サンショウウオ科,キタサンショウウオ,Salamandrella keyserlingii,B1ab+2ab,キタサンショウウオ,Salamandrella keyserlingii,EN,キタサンショウウオ,Salamandrella keyserlingii,NT,キタサンショウウオ,Salamandrella keyserlingii,NT,キタサンショウウオ,Salamandrella keyserlingii,NT,キタサンショウウオ,Salamandrella keyserlingii,NT,キタサンショウウオ,Salamandrella keyserlingii,NT,キタサンショウウオ,Salamandrella keyserlingii,NT,キタサンショウウオ,Salamandrella keyserlingii,NT,キタサンショウウオ,Salamandrella keyserlingii,R,0,0,1,0,―,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,疎林に隣接する湧き水,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,―,0
AM0030,爬虫類・両生類,絶滅危惧IB類,EN,有尾目,イモリ科,オキナワシリケンイモリ,Cynops ensicauda popei,B1ab,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,0,0,1,0,―,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,―,1,0,0,―,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
AM0031,爬虫類・両生類,絶滅危惧IB類,EN,有尾目,イモリ科,オキナワイボイモリ,Echinotriton andersoni,B1ab,イボイモリ,Echinotriton andersoni,VU,イボイモリ,Echinotriton andersoni,VU,イボイモリ,Echinotriton andersoni,VU,イボイモリ,Echinotriton andersoni,VU,イボイモリ,Echinotriton andersoni,VU,イボイモリ,Echinotriton andersoni,VU,イボイモリ,Echinotriton andersoni,VU,イボイモリ,Echinotriton andersoni,VU,イボイモリ,Echinotriton andersoni,R,0,0,1,0,―,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,―,1,0,0,―,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,―,0
AM0032,爬虫類・両生類,絶滅危惧IB類,EN,無尾目,アカガエル科,ホルストガエル,Babina holsti,B2ab,ホルストガエル,Babina holsti,EN,ホルストガエル,Babina holsti,EN,ホルストガエル,Babina holsti,EN,ホルストガエル,Babina holsti,EN,ホルストガエル,Babina holsti,EN,ホルストガエル,Babina holsti,EN,ホルストガエル,Rana holsti,EN,ホルストガエル,Babina holsti,VU,ホルストガエル,Babina holsti,V,0,0,1,0,―,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,―,1,0,0,―,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
AM0033,爬虫類・両生類,絶滅危惧IB類,EN,無尾目,アカガエル科,オキナワイシカワガエル,Odorrana ishikawae,B2ab,オキナワイシカワガエル,Odorrana ishikawae,EN,オキナワイシカワガエル,Odorrana ishikawae,EN,オキナワイシカワガエル,Odorrana ishikawae,EN,オキナワイシカワガエル,Odorrana ishikawae,EN,オキナワイシカワガエル,Odorrana ishikawae,EN,オキナワイシカワガエル,Odorrana ishikawae,EN,イシカワガエル,Rana ishikawae,EN,イシカワガエル,Rana ishikawae,EN,イシカワガエル,Rana ishikawae,V,0,0,1,0,―,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
AM0034,爬虫類・両生類,絶滅危惧IB類,EN,無尾目,アカガエル科,アマミイシカワガエル,Odorrana splendida,B2ab,アマミイシカワガエル,Odorrana splendida,EN,アマミイシカワガエル,Odorrana splendida,EN,アマミイシカワガエル,Odorrana splendida,EN,アマミイシカワガエル,Odorrana splendida,EN,アマミイシカワガエル,Odorrana splendida,EN,アマミイシカワガエル,Odorrana splendida,EN,－,－,－,－,－,－,－,－,－,0,0,1,0,―,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,―,0
AM0035,爬虫類・両生類,絶滅危惧IB類,EN,無尾目,アカガエル科,コガタハナサキガエル,Odorrana utsunomiyaorum,B2ab,コガタハナサキガエル,Odorrana utsunomiyaorum,EN,コガタハナサキガエル,Odorrana utsunomiyaorum,EN,コガタハナサキガエル,Odorrana utsunomiyaorum,EN,コガタハナサキガエル,Odorrana utsunomiyaorum,EN,コガタハナサキガエル,Odorrana utsunomiyaorum,EN,コガタハナサキガエル,Odorrana utsunomiyaorum,EN,コガタハナサキガエル,Rana utsunomiyaorum,EN,コガタハナサキガエル,Rana utsunomiyaorum,EN,－,－,－,0,0,1,0,―,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
AM0036,爬虫類・両生類,絶滅危惧IB類,EN,無尾目,アカガエル科,ナゴヤダルマガエル,Pelophylax porosus brevipodus,B1ab,ナゴヤダルマガエル,Pelophylax porosus brevipodus,EN,ナゴヤダルマガエル,Pelophylax porosus brevipodus,EN,ナゴヤダルマガエル,Pelophylax porosus brevipodus,EN,ナゴヤダルマガエル,Pelophylax porosus brevipodus,EN,ナゴヤダルマガエル,Rana porosa brevipoda,EN,ナゴヤダルマガエル,Rana porosa brevipoda,EN,ナゴヤダルマガエル,Rana porosa brevipoda,EN,ダルマガエル,Rana porosa brevipoda,VU,ダルマガエル,Rana porosa brevipoda,R,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,1,0,0,―,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
AM0037,爬虫類・両生類,絶滅危惧IB類,EN,無尾目,アカガエル科,チョウセンヤマアカガエル,Rana uenoi,B1ab,チョウセンヤマアカガエル,Rana uenoi,NT,チョウセンヤマアカガエル,Rana uenoi,NT,チョウセンヤマアカガエル,Rana uenoi,NT,チョウセンヤマアカガエル,Rana uenoi,NT,チョウセンヤマアカガエル,Rana dybowskii,NT,チョウセンヤマアカガエル,Rana dybowskii,NT,チョウセンヤマアカガエル,Rana dybowskii,NT,－,－,－,－,－,－,0,1,1,0,―,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,―,1,0,0,―,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
AM0038,爬虫類・両生類,絶滅危惧IB類,EN,無尾目,ヌマガエル科,ナミエガエル,Limnonectes namiyei,B2ab,ナミエガエル,Limnonectes namiyei,EN,ナミエガエル,Limnonectes namiyei,EN,ナミエガエル,Limnonectes namiyei,EN,ナミエガエル,Limnonectes namiyei,EN,ナミエガエル,Limnonectes namiyei,EN,ナミエガエル,Limnonectes namiyei,EN,ナミエガエル,Limnonectes namiyei,EN,ナミエガエル,Rana namiyei,VU,ナミエガエル,Rana namiyei,R,0,0,1,0,―,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
AM0039,爬虫類・両生類,絶滅危惧II類,VU,有尾目,サンショウウオ科,オオダイガハラサンショウウオ,Hynobius boulengeri,B2ab,オオダイガハラサンショウウオ,Hynobius boulengeri,VU,オオダイガハラサンショウウオ,Hynobius boulengeri,VU,オオダイガハラサンショウウオ,Hynobius boulengeri,VU,オオダイガハラサンショウウオ,Hynobius boulengeri,VU,オオダイガハラサンショウウオ,Hynobius boulengeri,VU,オオダイガハラサンショウウオ,Hynobius boulengeri,VU,オオダイガハラサンショウウオ,Hynobius boulengeri,VU,本州・九州地域のオオダイガハラサンショウウオ,Hynobius boulengeri,LP,本州・九州地域のオオダイガハラサンショウウオ個体群,Hynobius boulengeri,LP,0,1,1,0,―,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
AM0040,爬虫類・両生類,絶滅危惧II類,VU,有尾目,サンショウウオ科,オオイタサンショウウオ,Hynobius dunni,A2 B1ab,オオイタサンショウウオ,Hynobius dunni,VU,オオイタサンショウウオ,Hynobius dunni,VU,オオイタサンショウウオ,Hynobius dunni,VU,オオイタサンショウウオ,Hynobius dunni,VU,オオイタサンショウウオ,Hynobius dunni,VU,オオイタサンショウウオ,Hynobius dunni,VU,オオイタサンショウウオ,Hynobius dunni,VU,オオイタサンショウウオ,Hynobius dunni,VU,オオイタサンショウウオ,Hynobius dunni,R,0,1,1,0,―,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,―,1,0,0,―,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
AM0041,爬虫類・両生類,絶滅危惧II類,VU,有尾目,サンショウウオ科,ヒガシヒダサンショウウオ,Hynobius fossigenus,B1ab+2ab,ヒガシヒダサンショウウオ,Hynobius fossigenus,VU,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,0,1,1,0,―,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,―,0
AM0042,爬虫類・両生類,絶滅危惧II類,VU,有尾目,サンショウウオ科,マホロバサンショウウオ,Hynobius guttatus,B1ab,マホロバサンショウウオ,Hynobius guttatus,VU,コガタブチサンショウウオ,Hynobius stejnegeri,NT,コガタブチサンショウウオ,Hynobius stejnegeri,NT,コガタブチサンショウウオ,Hynobius yatsui,NT,コガタブチサンショウウオ,Hynobius yatsui,NT,コガタブチサンショウウオ,Hynobius yatsui,NT,－,－,－,－,－,－,－,－,－,0,1,1,0,―,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,―,1,0,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,―,0
AM0043,爬虫類・両生類,絶滅危惧II類,VU,有尾目,サンショウウオ科,イシヅチサンショウウオ,Hynobius hirosei,B1ab,イシヅチサンショウウオ,Hynobius hirosei,NT,イシヅチサンショウウオ,Hynobius hirosei,NT,イシヅチサンショウウオ,Hynobius hirosei,NT,イシヅチサンショウウオ,Hynobius hirosei,NT,イシヅチサンショウウオ,Hynobius hirosei,NT,イシヅチサンショウウオ,Hynobius hirosei,NT,－,－,－,－,－,－,－,－,－,0,1,1,0,―,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,―,1,0,0,―,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,―,0
AM0044,爬虫類・両生類,絶滅危惧II類,VU,有尾目,サンショウウオ科,ベッコウサンショウウオ,Hynobius ikioi,B1ab,ベッコウサンショウウオ,Hynobius ikioi,VU,ベッコウサンショウウオ,Hynobius ikioi,VU,ベッコウサンショウウオ,Hynobius ikioi,VU,ベッコウサンショウウオ,Hynobius stejnegeri,VU,ベッコウサンショウウオ,Hynobius stejnegeri,VU,ベッコウサンショウウオ,Hynobius stejnegeri,VU,ベッコウサンショウウオ,Hynobius stejnegeri,VU,ベッコウサンショウウオ,Hynobius stejnegeri,NT,ベッコウサンショウウオ,Hynobius stejnegeri,R,0,1,0,0,―,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0
AM0045,爬虫類・両生類,絶滅危惧II類,VU,有尾目,サンショウウオ科,カスミサンショウウオ,Hynobius nebulosus,A2 B1ab,カスミサンショウウオ,Hynobius nebulosus,VU,カスミサンショウウオ,Hynobius nebulosus,VU,カスミサンショウウオ,Hynobius nebulosus,VU,カスミサンショウウオ,Hynobius nebulosus,VU,カスミサンショウウオ,Hynobius nebulosus,VU,カスミサンショウウオ,Hynobius nebulosus,VU,カスミサンショウウオ,Hynobius nebulosus,VU,－,－,－,－,－,－,0,1,1,0,―,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,―,1,0,0,―,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,0,―,0,0,0,0,0,0,0,0,0,0,0,―,0,0,0,―,0,0,0,0,0,0,0,0,0,―,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,―,0
